sentence1	sentence2	gold_label
Two girls holding up a dress at an event.	Two boys hold up a tie.	contradiction
Several men dressed in blue bikers suites are preparing for the bike race.	The mean are sitting on a couch.	contradiction
A woman is sitting on some stairs outside with several baskets filled with craft items and miniature dolls at her feet and next to her for sale.	The woman is selling food and nothing else.	contradiction
Two young in sneakers and long-sleeved shirts boys sit outside on a cement step, eating.	People are eating inside the cafeteria.	contradiction
Children and adults snowshoeing with tents in the background	The children watching movie.	contradiction
Two men with guitars are performing on stage.	A clown blows up a balloon.	contradiction
A man is using a tool on these long pieces of wood.	A woman is brushing her hair.	contradiction
A man without a shirt is standing next to two other men in front of a large boat.	Some woman driving down a highway in a convertible.	contradiction
The young boy is running while bouncing a basketball.	A boy runs and kicks a soccer ball.	contradiction
A woman smiles at a baby while an older couple looks on.	The woman is consoling the baby crying at the older couple	contradiction
Two young women celebrating a birthday with cake and wine.	Two women are at a funeral	contradiction
A man talks animatedly to a person in an orangutan suit.	A man is ignoring a person.	contradiction
Three older women sit and look out the window, close to the water.	lions fight each other	contradiction
A toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio.	The toddler is dressed in a black shirt.	contradiction
Man in a black shirt with a watch grilling many hotdogs on a stainless steel barbecue.	A man is painting with his wife.	contradiction
A man standing by a building corner and reading a newspaper.	A man is standing by a building corner and reading a book.	contradiction
Three people are cooking outside using Two gas grills.	The people are cooking indoors.	contradiction
A young woman with red highlights in her hair is applying eyeshadow with a Q-tip in front of a mirror.	A man is shaving in the mirror.	contradiction
Two kids are standing next to a small pond.	2 kids sit on a log at the pond	contradiction
A woman climbs up a cliff	A woman is sliding down a snowy hill on a sled.	contradiction
Group of people standing or sitting outside of a cafe.	Customers inside a cafe.	contradiction
Three dogs racing madly around a racetrack.	Some dogs are rolling around on the track.	contradiction
A toddler peeking into a front loader dryer.	The toddler has dinner in her high chair.	contradiction
A young boy wearing a Giants jersey swings a baseball bat at an incoming pitch.	A young boy throwing a football to his dad.	contradiction
A young student receives fencing instruction from his kneeling teacher while a potential opponent and a woman gaze behind them.	they are all on a swing	contradiction
A person carrying an orange backpack is looking at the ruins.	A person looks at the empty sand dunes	contradiction
A person with a backpack is walking on a cobblestone path.	A hiker trekking through the woods.	contradiction
Two firemen in full gear are getting off a firetruck across the street from a parking garage.	An icecream truck stops for a crowd of people.	contradiction
A young girl in glasses and sweatsuit swings a racket.	There is a girl sitting outside	contradiction
A young male is standing in a street holding a backpack.	A woman holds a backpack.	contradiction
A man with his surfboard stands in the sand.	A person is leaning against the wall of the bait shop	contradiction
Here are three people unloading their groceries at the supermarket.	The three people did not get groceries.	contradiction
Woman is working on a loom weaving a patterned carpet of red, white, and blue.	The women looms green, orange and yellow.	contradiction
An eccentric blond woman enjoys solitude in the park.	A woman enjoys the company of her friends.	contradiction
A newsstand clerk is surrounded by her colorful merchandise.	The lady is selling only pastries and other baked goods.	contradiction
A dark dog jumps across the snow near the woods.	A dark dog jumps across a large river.	contradiction
Two children are hanging out by some lockers.	dog chased by bear	contradiction
Two dogs on leashes straining toward each other while their owners walk away from each other.	The dogs are lying in a bed.	contradiction
A man with a beard and a navy blue backwards baseball cap stares intently at something in the distance.	The man has a clean shaven face.	contradiction
A woman in a red sweater is sitting next to a man at a table outside.	The woman is wearing a green sweater.	contradiction
Middle-aged man in yellow shirt standing on sidewalk holding a green bag and casting a shadow.	The man is holding five yellow bags.	contradiction
A balding man in a brown jacket pushes a brunette child past the display window of an adult video store.	The man is inside watching videos.	contradiction
An Aikido student striking an attack in a demonstration to other students who stand patiently on the side of the mat.	A person rides a roller coaster.	contradiction
